
    Running ga_continuous.py
    ===================================================================
    Optimizing code ensamble through differential evolution algorithm.
    Code rate: 0.88.
    Number of individuals: 100.
    Number of generations: 10000.
    Max variable node degree: 5.
    Max check node degree: 20.
    Parameter settings: F = 0.5, Cr = 0.7
4485 generations completed.  Average fitness:2.77.  In domain: 4. RBER: max 2.77, min: 2.74.
4486 generations completed.  Average fitness:2.77.  In domain: 4. RBER: max 2.77, min: 2.74.
4487 generations completed.  Average fitness:2.77.  In domain: 4. RBER: max 2.77, min: 2.74.
4488 generations completed.  Average fitness:2.77.  In domain: 4. RBER: max 2.77, min: 2.74.
4489 generations completed.  Average fitness:2.77.  In domain: 4. RBER: max 2.78, min: 2.74.
4490 generations completed.  Average fitness:2.77.  In domain: 4. RBER: max 2.78, min: 2.74.
4491 generations completed.  Average fitness:2.77.  In domain: 4. RBER: max 2.78, min: 2.74.
4492 generations completed.  Average fitness:2.77.  In domain: 4. RBER: max 2.78, min: 2.74.
4493 generations completed.  Average fitness:2.77.  In domain: 4. RBER: max 2.78, min: 2.74.
4494 generations completed.  Average fitness:2.77.  In domain: 4. RBER: max 2.78, min: 2.74.
4495 generations completed.  Average fitness:2.77.  In domain: 5. RBER: max 2.78, min: 2.74.
4496 generations completed.  Average fitness:2.77.  In domain: 5. RBER: max 2.78, min: 2.74.
4497 generations completed.  Average fitness:2.77.  In domain: 5. RBER: max 2.78, min: 2.74.
4498 generations completed.  Average fitness:2.77.  In domain: 5. RBER: max 2.78, min: 2.74.
4499 generations completed.  Average fitness:2.77.  In domain: 5. RBER: max 2.78, min: 2.74.
4500 generations completed.  Average fitness:2.77.  In domain: 5. RBER: max 2.78, min: 2.74.
4501 generations completed.  Average fitness:2.77.  In domain: 5. RBER: max 2.78, min: 2.74.
4502 generations completed.  Average fitness:2.77.  In domain: 5. RBER: max 2.78, min: 2.74.
4503 generations completed.  Average fitness:2.77.  In domain: 5. RBER: max 2.78, min: 2.74.
4504 generations completed.  Average fitness:2.77.  In domain: 5. RBER: max 2.78, min: 2.74.
4505 generations completed.  Average fitness:2.77.  In domain: 5. RBER: max 2.78, min: 2.74.
4506 generations completed.  Average fitness:2.77.  In domain: 5. RBER: max 2.78, min: 2.74.
4507 generations completed.  Average fitness:2.77.  In domain: 5. RBER: max 2.78, min: 2.74.
4508 generations completed.  Average fitness:2.77.  In domain: 5. RBER: max 2.78, min: 2.74.
4509 generations completed.  Average fitness:2.77.  In domain: 5. RBER: max 2.78, min: 2.74.
4510 generations completed.  Average fitness:2.77.  In domain: 5. RBER: max 2.78, min: 2.74.
4511 generations completed.  Average fitness:2.77.  In domain: 5. RBER: max 2.78, min: 2.74.
4512 generations completed.  Average fitness:2.77.  In domain: 5. RBER: max 2.78, min: 2.74.
4513 generations completed.  Average fitness:2.77.  In domain: 5. RBER: max 2.78, min: 2.74.
4514 generations completed.  Average fitness:2.77.  In domain: 5. RBER: max 2.78, min: 2.74.
4515 generations completed.  Average fitness:2.77.  In domain: 6. RBER: max 2.78, min: 2.74.
4516 generations completed.  Average fitness:2.77.  In domain: 6. RBER: max 2.78, min: 2.74.
4517 generations completed.  Average fitness:2.77.  In domain: 6. RBER: max 2.78, min: 2.74.
4518 generations completed.  Average fitness:2.77.  In domain: 6. RBER: max 2.78, min: 2.74.
4519 generations completed.  Average fitness:2.77.  In domain: 6. RBER: max 2.78, min: 2.74.
4520 generations completed.  Average fitness:2.77.  In domain: 6. RBER: max 2.78, min: 2.74.
4521 generations completed.  Average fitness:2.77.  In domain: 6. RBER: max 2.78, min: 2.74.
4522 generations completed.  Average fitness:2.77.  In domain: 6. RBER: max 2.78, min: 2.74.
4523 generations completed.  Average fitness:2.77.  In domain: 6. RBER: max 2.78, min: 2.74.
4524 generations completed.  Average fitness:2.77.  In domain: 6. RBER: max 2.78, min: 2.74.
4525 generations completed.  Average fitness:2.77.  In domain: 6. RBER: max 2.78, min: 2.74.
4526 generations completed.  Average fitness:2.77.  In domain: 7. RBER: max 2.78, min: 2.74.
4527 generations completed.  Average fitness:2.77.  In domain: 7. RBER: max 2.78, min: 2.74.
4528 generations completed.  Average fitness:2.77.  In domain: 7. RBER: max 2.78, min: 2.74.
4529 generations completed.  Average fitness:2.77.  In domain: 8. RBER: max 2.78, min: 2.74.
4530 generations completed.  Average fitness:2.77.  In domain: 8. RBER: max 2.78, min: 2.74.
4531 generations completed.  Average fitness:2.77.  In domain: 8. RBER: max 2.78, min: 2.74.
4532 generations completed.  Average fitness:2.77.  In domain: 8. RBER: max 2.79, min: 2.74.
4533 generations completed.  Average fitness:2.77.  In domain: 8. RBER: max 2.79, min: 2.74.
4534 generations completed.  Average fitness:2.77.  In domain: 8. RBER: max 2.79, min: 2.74.
4535 generations completed.  Average fitness:2.77.  In domain: 8. RBER: max 2.79, min: 2.74.
4536 generations completed.  Average fitness:2.77.  In domain: 8. RBER: max 2.79, min: 2.74.
4537 generations completed.  Average fitness:2.77.  In domain: 8. RBER: max 2.79, min: 2.74.
4538 generations completed.  Average fitness:2.77.  In domain: 8. RBER: max 2.79, min: 2.74.
4539 generations completed.  Average fitness:2.77.  In domain: 8. RBER: max 2.79, min: 2.74.
4540 generations completed.  Average fitness:2.77.  In domain: 8. RBER: max 2.79, min: 2.74.
4541 generations completed.  Average fitness:2.77.  In domain: 9. RBER: max 2.79, min: 2.74.
4542 generations completed.  Average fitness:2.77.  In domain: 9. RBER: max 2.79, min: 2.74.
4543 generations completed.  Average fitness:2.77.  In domain: 9. RBER: max 2.79, min: 2.74.
4544 generations completed.  Average fitness:2.77.  In domain: 9. RBER: max 2.79, min: 2.74.
4545 generations completed.  Average fitness:2.77.  In domain: 9. RBER: max 2.79, min: 2.74.
4546 generations completed.  Average fitness:2.77.  In domain: 9. RBER: max 2.79, min: 2.74.
4547 generations completed.  Average fitness:2.77.  In domain: 9. RBER: max 2.79, min: 2.74.
4548 generations completed.  Average fitness:2.77.  In domain: 9. RBER: max 2.79, min: 2.74.
4549 generations completed.  Average fitness:2.77.  In domain: 9. RBER: max 2.79, min: 2.74.
4550 generations completed.  Average fitness:2.77.  In domain: 9. RBER: max 2.79, min: 2.74.
4551 generations completed.  Average fitness:2.77.  In domain: 9. RBER: max 2.79, min: 2.74.
4552 generations completed.  Average fitness:2.77.  In domain: 9. RBER: max 2.79, min: 2.74.
4553 generations completed.  Average fitness:2.77.  In domain: 9. RBER: max 2.79, min: 2.74.
4554 generations completed.  Average fitness:2.77.  In domain: 10. RBER: max 2.79, min: 2.74.
4555 generations completed.  Average fitness:2.77.  In domain: 10. RBER: max 2.79, min: 2.74.
4556 generations completed.  Average fitness:2.77.  In domain: 10. RBER: max 2.79, min: 2.74.
4557 generations completed.  Average fitness:2.77.  In domain: 10. RBER: max 2.79, min: 2.74.
4558 generations completed.  Average fitness:2.77.  In domain: 10. RBER: max 2.79, min: 2.74.
4559 generations completed.  Average fitness:2.77.  In domain: 10. RBER: max 2.79, min: 2.74.
4560 generations completed.  Average fitness:2.77.  In domain: 10. RBER: max 2.79, min: 2.74.
4561 generations completed.  Average fitness:2.77.  In domain: 10. RBER: max 2.79, min: 2.74.
4562 generations completed.  Average fitness:2.77.  In domain: 10. RBER: max 2.79, min: 2.74.
4563 generations completed.  Average fitness:2.77.  In domain: 10. RBER: max 2.79, min: 2.74.
4564 generations completed.  Average fitness:2.77.  In domain: 10. RBER: max 2.79, min: 2.74.
4565 generations completed.  Average fitness:2.77.  In domain: 10. RBER: max 2.79, min: 2.74.
4566 generations completed.  Average fitness:2.77.  In domain: 10. RBER: max 2.79, min: 2.74.
4567 generations completed.  Average fitness:2.77.  In domain: 10. RBER: max 2.79, min: 2.74.
4568 generations completed.  Average fitness:2.77.  In domain: 10. RBER: max 2.79, min: 2.74.
4569 generations completed.  Average fitness:2.77.  In domain: 10. RBER: max 2.79, min: 2.74.
4570 generations completed.  Average fitness:2.77.  In domain: 10. RBER: max 2.79, min: 2.74.
4571 generations completed.  Average fitness:2.77.  In domain: 10. RBER: max 2.79, min: 2.74.
4572 generations completed.  Average fitness:2.77.  In domain: 10. RBER: max 2.79, min: 2.74.
4573 generations completed.  Average fitness:2.77.  In domain: 10. RBER: max 2.79, min: 2.74.
4574 generations completed.  Average fitness:2.77.  In domain: 10. RBER: max 2.79, min: 2.74.
4575 generations completed.  Average fitness:2.77.  In domain: 10. RBER: max 2.79, min: 2.74.
4576 generations completed.  Average fitness:2.77.  In domain: 10. RBER: max 2.79, min: 2.74.
4577 generations completed.  Average fitness:2.77.  In domain: 10. RBER: max 2.79, min: 2.74.
4578 generations completed.  Average fitness:2.77.  In domain: 10. RBER: max 2.79, min: 2.74.
4579 generations completed.  Average fitness:2.77.  In domain: 10. RBER: max 2.79, min: 2.74.
4580 generations completed.  Average fitness:2.77.  In domain: 11. RBER: max 2.79, min: 2.74.
4581 generations completed.  Average fitness:2.77.  In domain: 11. RBER: max 2.79, min: 2.74.
4582 generations completed.  Average fitness:2.77.  In domain: 11. RBER: max 2.79, min: 2.74.
